;wetterstation_exp15;P_Inv_out_exp15;T_1_exp15;HP_Pel_exp15;HM4_VF_exp15;Hot_Tank_exp15;WP_senke_ein_exp15;Pyra1_exp15;HM10_VF_exp15;SCC_Cur_in_exp15;HM4_RET_exp15;U_grid_exp15;U_bat_exp15;SCC_vol_out_exp15;P_PV_exp15;HM1_RET_exp15;Zone_exp15;T_amb_exp15;HM10_RET_exp15;Inv_Cur_Out;PV_Pel_exp15;Inv_Cur_In;T_4_exp15;HM4_SUP_exp15;WP_Quelle_ein_exp15;U_PV_exp15;Inv_Volt_In_exp15;HM1_SUP_exp15;Cold_Tank_exp15;HM1_VF_exp15;COP_exp15;PV_Cur_exp15;WP_senke_aus_exp15;WP_Quelle_aus_exp15;P_Inv_loading_exp15;Pyra2_exp15;T_2_exp15;Pel_exp15;T_3_exp15;HM10_SUP_exp15
22.06.2021 11:45;18.7;0.12;;0;-0.8;32.6;-99;;0;3.56;-99;237.97;57.22;57.33;0.2;-99;22.54;19.65;-99;0.51;0.2;0;;-99;-99;110.61;4;-99;20.6;0;0;1.84;-99;-99;0;;;0;;-99
22.06.2021 12:00;18.35;0.12;;0;-0.37;32.6;-99;;0;2.47;-99;237.93;57.16;57.27;0.14;-99;22.6;19.34;-99;0.5;0.14;0;;-99;-99;110.08;4;-99;20.6;0;0;1.29;-99;-99;0;;;0;;-99
22.06.2021 12:15;18.2;0.12;;0;-0.87;32.5;-99;;0;3.26;-99;237.93;57.19;57.29;0.19;-99;22.66;19.2;-99;0.5;0.19;0;;-99;-99;110.71;4;-99;20.6;0;0;1.66;-99;-99;0;;;0;;-99
22.06.2021 12:30;18.5;0.12;;0;-0.63;32.5;-99;;0;5.71;-99;237.93;57.57;57.71;0.33;-99;22.7;19.45;-99;0.5;0.33;0;;-99;-99;113.07;4;-99;20.6;0;0;2.9;-99;-99;0;;;0;;-99
22.06.2021 12:45;18.5;0.12;;0;-0.67;32.5;-99;;0;4.53;-99;237.93;57.86;57.99;0.26;-99;22.72;19.86;-99;0.5;0.26;0;;-99;-99;112.37;4;-99;20.6;0;0;2.34;-99;-99;0;;;0;;-99
22.06.2021 13:00;18.45;0.12;;0;-0.77;32.48;-99;;0;2.17;-99;238;58.21;58.32;0.13;-99;22.76;20.81;-99;0.5;0.13;0;;-99;-99;132.64;4;-99;20.6;0;0;0.99;-99;-99;0;;;0;;-99
22.06.2021 13:15;18.7;0.12;;0;-0.83;32.4;-99;;0;1.54;-99;237.97;58.19;58.28;0.09;-99;22.8;22.63;-99;0.5;0.09;0;;-99;-99;132.53;4;-99;20.6;0;0;0.68;-99;-99;0;;;0;;-99
22.06.2021 13:30;19.3;0.12;;0;-0.77;32.4;-99;;0;1.41;-99;238;58.19;58.28;0.08;-99;22.93;23.68;-99;0.5;0.08;0;;-99;-99;132.08;4;-99;20.63;0;0;0.62;-99;-99;0;;;0;;-99
22.06.2021 13:45;20.4;0.12;;0;-0.67;32.4;-99;;0;1.36;-99;237.97;58.19;58.28;0.08;-99;23.14;24.76;-99;0.5;0.08;0;;-99;-99;130.47;4;-99;20.7;0;0;0.61;-99;-99;0;;;0;;-99
22.06.2021 14:00;20.55;0.12;;0;-0.7;32.4;-99;;0;1.33;-99;237.93;58.19;58.28;0.08;-99;23.37;26.85;-99;0.5;0.08;0;;-99;-99;130.89;4;-99;20.7;0;0;0.59;-99;-99;0;;;0;;-99
22.06.2021 14:15;21;0.12;;0;-0.67;32.4;-99;;0;1.31;-99;237.93;58.19;58.28;0.08;-99;23.63;29.15;-99;0.5;0.08;0;;-99;-99;129.03;4;-99;20.7;0;0;0.59;-99;-99;0;;;0;;-99
22.06.2021 14:30;20.95;0.12;;0;-0.57;32.37;-99;;0;1.29;-99;237.93;58.19;58.28;0.08;-99;23.9;29.3;-99;0.5;0.08;0;;-99;-99;129.76;4;-99;20.7;0;0;0.58;-99;-99;0;;;0;;-99
22.06.2021 14:45;21.1;0.12;;0;-0.77;32.3;-99;;0;1.29;-99;237.93;58.19;58.28;0.08;-99;24.17;30.94;-99;0.51;0.08;0;;-99;-99;129.08;4;-99;20.7;0;0;0.58;-99;-99;0;;;0;;-99
22.06.2021 15:00;21.65;0.12;;0;-0.9;32.3;-99;;0;1.3;-99;238;58.19;58.28;0.08;27.52;24.45;34.3;-99;0.51;0.08;0;;-99;-99;125.47;4;29.03;20.74;36.77;0;0.6;-99;-99;0;;;0;;-99
22.06.2021 15:15;21.4;0.12;;0;-0.87;32.3;-99;;0;1.28;-99;237.97;58.19;58.28;0.07;-99;24.82;35.26;-99;0.5;0.07;0;;-99;-99;126.01;4;-99;20.8;4;0;0.59;-99;-99;0;;;0;;-99
22.06.2021 15:30;22.3;0.12;;0;-0.77;32.3;-99;;0;1.27;-99;237.9;58.19;58.28;0.07;-99;25.22;34.57;-99;0.51;0.07;0;;-99;-99;126.28;4;-99;20.8;0.13;0;0.58;-99;-99;0;;;0;;-99
22.06.2021 15:45;22.3;0.12;;0;-0.63;32.3;-99;;0;1.28;-99;237.97;58.19;58.28;0.07;-99;25.55;38.03;-99;0.5;0.07;0;;-99;-99;127.93;4;-99;20.8;0;0;0.58;-99;-99;0;;;0;;-99
22.06.2021 16:00;22.35;0.12;;0;-0.77;32.3;-99;;0;1.27;-99;237.93;58.19;58.28;0.07;-99;25.8;39.96;-99;0.5;0.07;0;;-99;-99;123.58;4;-99;20.8;0;0;0.6;-99;-99;0;;;0;;-99
22.06.2021 16:15;22.6;0.12;;0;-0.63;32.3;-99;;0;1.23;-99;237.93;58.19;58.28;0.07;-99;26.05;38.76;-99;0.5;0.07;0;;-99;-99;126.09;4;-99;20.88;0;0;0.57;-99;-99;0;;;0;;-99
22.06.2021 16:30;23.5;0.12;;0;-0.8;32.3;-99;;0;1.16;-99;237.93;58.19;58.28;0.07;-99;26.29;41.14;-99;0.5;0.07;0;;-99;-99;124.47;4;-99;20.9;0;0;0.54;-99;-99;0;;;0;;-99
22.06.2021 16:45;23.5;0.12;;0;-0.8;32.3;-99;;0;1.16;-99;237.93;58.19;58.28;0.07;-99;26.55;38.51;-99;0.5;0.07;0;;-99;-99;119.1;4;-99;20.9;0;0;0.57;-99;-99;0;;;0;;-99
22.06.2021 17:00;23.05;0.12;;0;-0.7;32.3;-99;;0;1.16;-99;237.97;58.19;58.28;0.07;-99;26.76;32.27;-99;0.5;0.07;0;;-99;-99;122.64;4;-99;20.9;0;0;0.55;-99;-99;0;;;0;;-99
22.06.2021 17:15;23.4;0.12;;0;-0.77;32.3;-99;;0;1.13;-99;237.97;58.19;58.28;0.07;-99;26.87;29.65;-99;0.51;0.07;0;;-99;-99;129.38;4;-99;20.91;0;0;0.51;-99;-99;0;;;0;;-99
22.06.2021 17:30;23.5;0.12;;0;-0.8;32.3;-99;;0;1.16;-99;237.97;58.19;58.28;0.07;-99;26.95;34.06;-99;0.51;0.07;0;;-99;-99;127.85;4;-99;21;0;0;0.53;-99;-99;0;;;0;;-99
22.06.2021 17:45;23.5;0.12;;0;-0.8;32.3;-99;;0;1.15;-99;237.9;58.19;58.28;0.07;-99;27.05;37.2;-99;0.51;0.07;0;;-99;-99;125.78;4;-99;21;0;0;0.53;-99;-99;0;;;0;;-99
22.06.2021 18:00;23.55;0.12;;0;-0.67;32.3;-99;;0;1.15;-99;237.9;58.19;58.28;0.07;-99;27.23;37.68;-99;0.51;0.07;0;;-99;-99;126.52;4;-99;21;0;0;0.53;-99;-99;0;;;0;;-99
22.06.2021 18:15;24;0.12;;0;-0.77;32.3;-99;;0;1.19;-99;237.97;58.19;58.28;0.07;-99;27.44;39.45;-99;0.51;0.07;0;;-99;-99;125.81;4;-99;21;0;0;0.55;-99;-99;0;;;0;;-99
22.06.2021 18:30;23.8;0.12;;0;-0.8;32.3;-99;;0;1.27;-99;237.9;58.19;58.28;0.07;-99;27.72;40.31;-99;0.51;0.07;0;;-99;-99;125.56;4;-99;21.07;0;0;0.59;-99;-99;0;;;0;;-99
22.06.2021 18:45;23.6;0.12;;0;-0.63;32.3;-99;;0;1.27;-99;237.93;58.19;58.28;0.07;-99;28.04;39.63;-99;0.5;0.07;0;;-99;-99;125.87;4;-99;21.1;0;0;0.59;-99;-99;0;;;0;;-99
22.06.2021 19:00;23.6;0.12;;0;-0.73;32.3;-99;;0;1.27;-99;237.97;58.19;58.28;0.07;-99;28.38;39.52;-99;0.51;0.07;0;;-99;-99;126.76;4;-99;21.1;0;0;0.58;-99;-99;0;;;0;;-99
22.06.2021 19:15;23.5;0.12;;0;-0.63;32.3;-99;;0;1.27;-99;237.97;58.19;58.28;0.07;-99;28.71;38.15;-99;0.51;0.07;0;;-99;-99;126.48;4;-99;21.15;0;0;0.59;-99;-99;0;;;0;;-99
22.06.2021 19:30;23.8;0.12;;0;-0.8;32.3;-99;;0;1.27;-99;237.9;58.19;58.28;0.07;-99;29.02;39.09;-99;0.5;0.07;0;;-99;-99;125.62;4;-99;21.2;0;0;0.59;-99;-99;0;;;0;;-99
22.06.2021 19:45;23.7;0.12;;0;-0.73;32.3;-99;;0;1.27;-99;237.93;58.19;58.28;0.07;-99;29.29;38.51;-99;0.51;0.07;0;;-99;-99;124.03;4;-99;21.2;0;0;0.6;-99;-99;0;;;0;;-99
22.06.2021 20:00;23.4;0.12;;0;-0.73;32.3;-99;;0;1.27;-99;237.9;58.19;58.28;0.07;-99;29.54;36.73;-99;0.51;0.07;0;;-99;-99;124.3;4;-99;21.24;0;0;0.59;-99;-99;0;;;0;;-99
22.06.2021 20:15;23.6;0.12;;0;-0.73;32.3;-99;;0;1.27;-99;237.93;58.19;58.28;0.07;-99;29.73;35.63;-99;0.5;0.07;0;;-99;-99;122.92;4;-99;21.3;0;0;0.6;-99;-99;0;;;0;;-99
22.06.2021 20:30;22.4;0.12;;0;-0.67;32.3;-99;;0;1.27;-99;237.93;58.19;58.28;0.07;-99;29.88;32.22;-99;0.5;0.07;0;;-99;-99;118.89;4;-99;21.3;0;0;0.62;-99;-99;0;;;0;;-99
22.06.2021 20:45;22.1;0.12;;0;-0.9;32.24;-99;;0;1.16;-99;237.93;58.17;58.26;0.07;-99;29.96;27.86;-99;0.5;0.07;0;;-99;-99;101.92;4;-99;21.3;0;0;0.64;-99;-99;0;;;0;;-99
22.06.2021 21:00;21.15;0.12;;0;-0.7;32.2;-99;;0;0.44;-99;237.97;57.95;58.03;0.03;-99;29.9;25.15;-99;0.51;0.03;0;;-99;-99;82.08;4;-99;21.33;0;0;0.34;-99;-99;0;;;0;;-99
22.06.2021 21:15;20.7;0.12;;0;-0.8;32.2;-99;;0;0.25;-99;237.87;57.67;57.75;0.01;-99;29.73;23.51;-99;0.5;0.02;0;;-99;-99;70.88;4;-99;21.4;0;0;0.23;-99;-99;0;;;0;;-99
22.06.2021 21:30;20.2;0.12;;0;-0.8;32.2;-99;;0;0.04;-99;237.93;57.46;57.53;0;-99;29.5;22.6;-99;0.5;0;0;;-99;-99;88.1;4;-99;21.4;0;0;0.04;-99;-99;0;;;0;;-99
22.06.2021 21:45;20;0.12;;0;-0.77;32.2;-99;;0;0;-99;237.97;57.28;57.33;0;-99;29.24;21.89;-99;0.51;0;0;;-99;-99;64.5;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
22.06.2021 22:00;19.9;0.12;;0;-0.67;32.12;-99;;0;0;-99;237.97;57.14;57.17;0;-99;28.95;21.13;-99;0.5;0;0;;-99;-99;31.07;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
22.06.2021 22:15;19.8;0.12;;0;-0.83;32.1;-99;;0;0;-99;237.97;57.04;57.06;0;-99;28.66;20.6;-99;0.5;0;0;;-99;-99;12.65;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
22.06.2021 22:30;19.6;0.12;;0;-0.7;32.1;-99;;0;0;-99;238;56.95;56.97;0;-99;28.37;20.24;-99;0.5;0;0;;-99;-99;6.78;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
22.06.2021 22:45;18.9;0.12;;0;-0.73;32.05;-99;;0;0;-99;237.93;56.89;56.9;0;-99;28.09;19.94;-99;0.5;0;0;;-99;-99;5.62;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
22.06.2021 23:00;18.65;0.12;;0;-0.67;32;-99;;0;0;-99;237.97;56.82;56.84;0;-99;27.81;19.74;-99;0.5;0;0;;-99;-99;5.39;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
22.06.2021 23:15;18.5;0.12;;0;-0.6;32;-99;;0;0;-99;237.97;56.78;56.79;0;-99;27.55;19.53;-99;0.51;0;0;;-99;-99;5.34;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
22.06.2021 23:30;18.4;0.12;;0;-0.8;32;-99;;0;0;-99;237.97;56.72;56.75;0;-99;27.3;19.36;-99;0.5;0;0;;-99;-99;5.32;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
22.06.2021 23:45;18.3;0.12;;0;-0.7;31.92;-99;;0;0;-99;237.9;56.72;56.72;0;-99;27.06;19.27;-99;0.5;0;0;;-99;-99;5.34;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 00:00;18;0.12;;0;-0.97;31.9;-99;;0;0;-99;237.93;56.67;56.69;0;-99;26.84;19.11;-99;0.5;0;0;;-99;-99;5.37;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 00:15;18;0.12;;0;-0.77;31.9;-99;;0;0;-99;237.97;56.65;56.68;0;-99;26.62;19.1;-99;0.5;0;0;;-99;-99;5.41;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 00:30;18;0.12;;0;-0.63;31.9;-99;;0;0;-99;237.93;56.64;56.66;0;-99;26.43;19.1;-99;0.51;0;0;;-99;-99;5.38;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 00:45;18;0.12;;0;-0.83;31.82;-99;;0;0;-99;237.97;56.64;56.65;0;-99;26.23;19.09;-99;0.5;0;0;;-99;-99;5.36;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 01:00;17.8;0.12;;0;-0.72;31.8;-99;;0;0;-99;237.84;56.64;56.62;0;-99;26.04;18.86;-99;0.51;0;0;;-99;-99;5.33;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 01:15;17.8;0.12;;0;-0.6;31.8;-99;;0;0;-99;237.93;56.64;56.62;0;-99;25.88;18.67;-99;0.5;0;0;;-99;-99;5.3;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 01:30;17.7;0.12;;0;-0.77;31.8;-99;;0;0;-99;237.93;56.64;56.62;0;-99;25.71;18.6;-99;0.5;0;0;;-99;-99;5.32;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 01:45;17.7;0.12;;0;-0.63;31.78;-99;;0;0;-99;238;56.57;56.62;0;-99;25.54;18.6;-99;0.5;0;0;;-99;-99;5.35;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 02:00;17.5;0.12;;0;-0.93;31.7;-99;;0;0;-99;237.93;56.55;56.59;0;-99;25.36;18.6;-99;0.5;0;0;;-99;-99;5.36;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 02:15;17.1;0.12;;0;-0.77;31.7;-99;;0;0;-99;237.97;56.55;56.59;0;-99;25.2;18.57;-99;0.51;0;0;;-99;-99;5.32;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 02:30;17.25;0.12;;0;-0.77;31.7;-99;;0;0;-99;237.97;56.55;56.59;0;-99;25.06;18.5;-99;0.5;0;0;;-99;-99;5.35;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 02:45;17.3;0.12;;0;-1.03;31.7;-99;;0;0;-99;237.93;56.55;56.59;0;-99;24.92;18.5;-99;0.5;0;0;;-99;-99;5.35;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 03:00;17.3;0.12;;0;-0.9;31.6;-99;;0;0;-99;237.87;56.55;56.59;0;-99;24.78;18.5;-99;0.51;0;0;;-99;-99;5.31;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 03:15;17.2;0.12;;0;-0.63;31.6;-99;;0;0;-99;237.97;56.55;56.59;0;-99;24.65;18.41;-99;0.51;0;0;;-99;-99;5.52;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 03:30;17.05;0.12;;0;-0.7;31.6;-99;;0;0;-99;237.93;56.55;56.59;0;-99;24.52;18.29;-99;0.5;0;0;;-99;-99;5.76;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 03:45;17.1;0.12;;0;-0.97;31.6;-99;;0;0;-99;238;56.55;56.59;0;-99;24.4;18.1;-99;0.51;0;0;;-99;-99;5.61;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 04:00;17.15;0.12;;0;-0.73;31.53;-99;;0;0;-99;237.93;56.55;56.59;0;-99;24.29;18;-99;0.5;0;0;;-99;-99;5.62;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 04:15;17;0.12;;0;-0.6;31.5;-99;;0;0;-99;237.9;56.55;56.59;0;-99;24.18;18;-99;0.51;0;0;;-99;-99;5.68;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 04:30;17;0.12;;0;-0.7;31.5;-99;;0;0;-99;237.97;56.55;56.58;0;-99;24.08;17.99;-99;0.5;0;0;;-99;-99;7.26;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 04:45;17;0.12;;0;-0.83;31.5;-99;;0;0;-99;237.93;56.55;56.58;0;-99;23.97;17.9;-99;0.5;0;0;;-99;-99;19.26;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 05:00;16.7;0.12;;0;-0.93;31.45;-99;;0;0;-99;237.9;56.55;56.6;0;-99;23.85;17.94;-99;0.51;0;0;;-99;-99;46.51;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 05:15;16.5;0.12;;0;-0.7;31.4;-99;;0;0.01;-99;237.9;56.55;56.62;0;-99;23.74;18.13;-99;0.51;0;0;;-99;-99;78.37;4;-99;21.4;0;0;0;-99;-99;0;;;0;;-99
23.06.2021 05:30;16.4;0.12;;0;-0.57;31.4;-99;;0;0.01;-99;237.97;56.55;56.62;0;-99;23.65;18.23;-99;0.51;0;0;;-99;-99;92.07;4;-99;21.4;0;0;0.01;-99;-99;0;;;0;;-99
23.06.2021 05:45;16.4;0.12;;0;-0.73;31.4;-99;;0;0.01;-99;237.93;56.55;56.61;0;-99;23.58;18.3;-99;0.5;0;0;;-99;-99;101.28;4;-99;21.4;0;0;0.01;-99;-99;0;;;0;;-99
23.06.2021 06:00;16.55;0.12;;0;-0.77;31.35;-99;;0;0.05;-99;237.93;56.55;56.61;0;-99;23.51;18.31;-99;0.5;0;0;;-99;-99;98.6;4;-99;21.4;0;0;0.05;-99;-99;0;;;0;;-99
23.06.2021 06:15;16.7;0.12;;0;-0.83;31.3;-99;;0;0.45;-99;237.97;56.55;56.63;0.03;-99;23.45;18.51;-99;0.51;0.03;0;;-99;-99;78.25;4;-99;21.4;0;0;0.32;-99;-99;0;;;0;;-99
23.06.2021 06:30;17;0.12;;0;-0.7;31.3;-99;;0;0.38;-99;237.93;56.55;56.63;0.02;-99;23.39;18.78;-99;0.51;0.02;0;;-99;-99;78.51;4;-99;21.4;0;0;0.29;-99;-99;0;;;0;;-99
23.06.2021 06:45;17.5;0.12;;0;-0.7;31.3;-99;;0;1.02;-99;238;56.56;56.67;0.06;-99;23.34;18.97;-99;0.51;0.06;0;;-99;-99;96.8;4;-99;21.4;0;0;0.6;-99;-99;0;;;0;;-99
23.06.2021 07:00;17.5;0.12;;0;-0.83;31.25;-99;;0;1.68;-99;237.9;56.64;56.71;0.1;-99;23.3;19.18;-99;0.52;0.09;0;;-99;-99;107.09;4;-99;21.4;0;0;0.88;-99;-99;0;;;0;;-99
23.06.2021 07:15;17.8;0.12;;0;-0.77;31.2;-99;;0;2.44;-99;238;56.66;56.77;0.14;-99;23.28;19.57;-99;0.5;0.14;0;;-99;-99;109.85;4;-99;21.4;0;0;1.26;-99;-99;0;;;0;;-99
23.06.2021 07:30;18.65;0.12;;0;-0.67;31.2;-99;;0;2.93;-99;237.97;56.73;56.83;0.17;-99;23.27;20.06;-99;0.5;0.17;0;;-99;-99;110.86;4;-99;21.4;0;0;1.5;-99;-99;0;;;0;;-99
23.06.2021 07:45;19.2;0.12;;0;-0.73;31.2;-99;;0;3.26;-99;237.93;56.79;56.89;0.19;-99;23.27;20.48;-99;0.5;0.19;0;;-99;-99;111.6;4;-99;21.4;0;0;1.67;-99;-99;0;;;0;;-99
23.06.2021 08:00;18.9;0.12;;0;-0.77;31.15;-99;;0;3.69;-99;237.97;56.86;56.96;0.21;-99;23.29;20.5;-99;0.51;0.21;0;;-99;-99;111.17;4;-99;21.4;0;0;1.89;-99;-99;0;;;0;;-99
23.06.2021 08:15;19;0.12;;0;-0.63;31.1;-99;;0;3.33;-99;237.9;56.88;56.97;0.19;-99;23.33;20.19;-99;0.51;0.19;0;;-99;-99;111.23;4;-99;21.44;0;0;1.72;-99;-99;0;;;0;;-99
23.06.2021 08:30;19.7;0.12;;0;-0.93;30.92;-99;;0;4.75;-99;237.9;56.95;57.06;0.27;-99;22.94;20.23;-99;0.5;0.27;0;;-99;-99;113.01;4;-99;21.5;0;0;2.39;-99;-99;0;;;0;;-99
23.06.2021 08:45;20.5;0.12;;0;-0.67;30.87;-99;;0;5.89;-99;237.93;57.05;57.17;0.34;-99;22.48;20.58;-99;0.51;0.34;0;;-99;-99;113.05;4;-99;21.4;0;0;3;-99;-99;0;;;0;;-99
23.06.2021 09:00;20.45;0.12;;0;-0.9;30.8;-99;;0;8.71;-99;237.87;57.22;57.37;0.5;-99;22.29;21.02;-99;0.5;0.5;0;;-99;-99;114.92;4;-99;21.4;0;0;4.35;-99;-99;0;;;0;;-99
23.06.2021 09:15;20.2;0.12;;0;-0.57;30.8;-99;;0;9.24;-99;237.93;57.33;57.49;0.53;-99;22.3;21.5;-99;0.51;0.53;0;;-99;-99;112.75;4;-99;21.4;0;0;4.72;-99;-99;0;;;0;;-99
23.06.2021 09:30;19.8;0.12;;0;-0.8;30.8;-99;;0;10.64;-99;237.97;57.64;57.82;0.61;-99;22.37;22.13;-99;0.51;0.62;0;;-99;-99;112.85;4;-99;21.4;0;0;5.47;-99;-99;0;;;0;;-99
23.06.2021 09:45;20.7;0.12;;0;-0.87;30.8;-99;;0;6.64;-99;237.93;58.09;58.23;0.39;-99;22.43;22.5;-99;0.51;0.39;0;;-99;-99;119.61;4;-99;21.4;0;0;3.33;-99;-99;0;;;0;;-99
