,RG,IS,MM,DD,HH,N,WR,WG,t,p,x,RF,W,B,D,IK,A,E,IL,sun_az,sun_h
8110,12.0,1.0,12.0,4.0,23.0,8.0,60.0,1.0,5.5,1015.1,4.4,80.0,0.0,0.0,0.0,9.0,312.0,-340.0,9.0,0.0,0.0
8111,12.0,1.0,12.0,4.0,24.0,8.0,50.0,1.0,5.6,1015.4,4.4,79.0,0.0,0.0,0.0,9.0,312.0,-340.0,9.0,0.0,0.0
8112,12.0,1.0,12.0,5.0,1.0,8.0,70.0,2.0,5.5,1015.7,4.4,80.0,0.0,0.0,0.0,9.0,312.0,-340.0,9.0,0.0,0.0
8113,12.0,1.0,12.0,5.0,2.0,8.0,20.0,2.0,5.5,1015.5,4.4,79.0,0.0,0.0,0.0,9.0,312.0,-340.0,9.0,0.0,0.0
8114,12.0,1.0,12.0,5.0,3.0,8.0,340.0,1.0,5.3,1016.0,4.4,81.0,0.0,0.0,0.0,9.0,311.0,-339.0,9.0,0.0,0.0
8115,12.0,1.0,12.0,5.0,4.0,8.0,360.0,2.0,5.2,1016.2,4.4,82.0,0.0,0.0,0.0,9.0,311.0,-338.0,9.0,0.0,0.0
8116,12.0,1.0,12.0,5.0,5.0,8.0,20.0,1.0,5.3,1016.1,4.4,81.0,0.0,0.0,0.0,9.0,311.0,-339.0,9.0,0.0,0.0
8117,12.0,1.0,12.0,5.0,6.0,8.0,40.0,1.0,5.2,1016.2,4.4,81.0,-1.0,0.0,0.0,9.0,326.0,-339.0,9.0,0.0,0.0
8118,12.0,1.0,12.0,5.0,7.0,8.0,130.0,0.0,5.0,1016.0,4.3,80.0,-1.0,0.0,0.0,9.0,325.0,-338.0,9.0,0.0,0.0
8119,12.0,1.0,12.0,5.0,8.0,8.0,40.0,1.0,5.2,1016.3,4.3,80.0,-1.0,0.0,0.0,9.0,326.0,-339.0,9.0,0.0,0.0
8120,12.0,1.0,12.0,5.0,9.0,8.0,340.0,1.0,5.1,1016.3,4.3,80.0,-1.0,0.0,3.0,9.0,326.0,-339.0,9.0,134.71581363139973,6.467162405848914
8121,12.0,1.0,12.0,5.0,10.0,8.0,360.0,2.0,5.2,1017.3,4.3,80.0,-1.0,0.0,11.0,9.0,326.0,-339.0,9.0,147.28158214185436,12.725436486912805
8122,12.0,1.0,12.0,5.0,11.0,8.0,50.0,2.0,5.2,1017.2,4.3,80.0,-1.0,0.0,31.0,9.0,326.0,-339.0,9.0,160.9219011691051,17.071710943481417
8123,12.0,1.0,12.0,5.0,12.0,8.0,60.0,2.0,5.3,1016.7,4.2,77.0,-1.0,0.0,44.0,9.0,327.0,-340.0,9.0,175.36312107033066,19.11750262617359
8124,12.0,1.0,12.0,5.0,13.0,8.0,30.0,2.0,5.4,1016.6,4.2,77.0,-1.0,0.0,44.0,9.0,327.0,-340.0,9.0,190.02246055083472,18.649677636883265
8125,12.0,1.0,12.0,5.0,14.0,8.0,100.0,1.0,5.4,1016.1,4.3,78.0,-1.0,0.0,31.0,9.0,327.0,-340.0,9.0,204.22242749145437,15.718903639150566
8126,12.0,1.0,12.0,5.0,15.0,8.0,230.0,0.0,5.4,1015.8,4.2,76.0,0.0,0.0,22.0,9.0,327.0,-340.0,9.0,217.47969096620835,10.617281035099062
8127,12.0,1.0,12.0,5.0,16.0,8.0,50.0,1.0,5.5,1015.8,4.2,76.0,-1.0,0.0,6.0,9.0,328.0,-341.0,9.0,229.6476972040047,3.7657045104448827
8128,12.0,1.0,12.0,5.0,17.0,8.0,340.0,1.0,5.2,1015.6,4.3,79.0,-1.0,0.0,0.0,9.0,326.0,-339.0,9.0,0.0,0.0
8129,12.0,1.0,12.0,5.0,18.0,8.0,300.0,1.0,5.0,1015.6,4.2,79.0,-1.0,0.0,0.0,9.0,325.0,-338.0,9.0,0.0,0.0
8130,12.0,1.0,12.0,5.0,19.0,8.0,340.0,1.0,4.9,1015.7,4.2,80.0,-1.0,0.0,0.0,9.0,324.0,-338.0,9.0,0.0,0.0
8131,12.0,1.0,12.0,5.0,20.0,8.0,260.0,1.0,4.8,1015.4,4.2,80.0,-1.0,0.0,0.0,9.0,324.0,-337.0,9.0,0.0,0.0
8132,12.0,1.0,12.0,5.0,21.0,8.0,330.0,1.0,4.5,1015.3,4.2,81.0,-1.0,0.0,0.0,9.0,322.0,-336.0,9.0,0.0,0.0
8133,12.0,1.0,12.0,5.0,22.0,8.0,10.0,1.0,4.3,1014.7,4.1,81.0,0.0,0.0,0.0,9.0,306.0,-334.0,9.0,0.0,0.0
8134,12.0,1.0,12.0,5.0,23.0,8.0,330.0,1.0,4.3,1014.3,4.1,81.0,0.0,0.0,0.0,9.0,306.0,-334.0,9.0,0.0,0.0
8135,12.0,1.0,12.0,5.0,24.0,8.0,330.0,1.0,4.3,1013.9,4.1,81.0,0.0,0.0,0.0,9.0,306.0,-334.0,9.0,0.0,0.0
8136,12.0,1.0,12.0,6.0,1.0,8.0,330.0,1.0,4.2,1013.1,4.1,81.0,0.0,0.0,0.0,9.0,306.0,-333.0,9.0,0.0,0.0
8137,12.0,1.0,12.0,6.0,2.0,8.0,320.0,1.0,4.0,1012.7,4.1,81.0,0.0,0.0,0.0,9.0,305.0,-333.0,9.0,0.0,0.0
8138,12.0,1.0,12.0,6.0,3.0,8.0,320.0,2.0,3.9,1012.2,4.1,82.0,0.0,0.0,0.0,9.0,305.0,-332.0,9.0,0.0,0.0
8139,12.0,1.0,12.0,6.0,4.0,8.0,240.0,2.0,3.9,1011.5,4.1,82.0,0.0,0.0,0.0,9.0,305.0,-332.0,9.0,0.0,0.0
8140,12.0,1.0,12.0,6.0,5.0,8.0,310.0,2.0,3.6,1011.7,4.0,82.0,0.0,0.0,0.0,9.0,303.0,-331.0,9.0,0.0,0.0
8141,12.0,1.0,12.0,6.0,6.0,8.0,250.0,2.0,3.5,1011.1,4.1,85.0,50.0,0.0,0.0,9.0,317.0,-331.0,9.0,0.0,0.0
8142,12.0,1.0,12.0,6.0,7.0,8.0,220.0,2.0,3.1,1010.8,4.2,90.0,50.0,0.0,0.0,9.0,315.0,-329.0,9.0,0.0,0.0
8143,12.0,1.0,12.0,6.0,8.0,8.0,200.0,2.0,2.9,1010.7,4.2,91.0,51.0,0.0,0.0,9.0,314.0,-328.0,9.0,0.0,0.0
8144,12.0,1.0,12.0,6.0,9.0,8.0,200.0,2.0,3.0,1010.6,4.3,92.0,51.0,0.0,6.0,9.0,315.0,-329.0,9.0,134.69875800591745,6.309400825570771
8145,12.0,1.0,12.0,6.0,10.0,8.0,200.0,2.0,3.4,1010.4,4.4,92.0,51.0,0.0,19.0,9.0,317.0,-331.0,9.0,147.24237814089085,12.571447042796212
8146,12.0,1.0,12.0,6.0,11.0,8.0,190.0,2.0,3.7,1010.7,4.5,92.0,51.0,0.0,17.0,9.0,318.0,-332.0,9.0,160.85657672891324,16.92585673139786
8147,12.0,1.0,12.0,6.0,12.0,8.0,190.0,1.0,4.0,1010.5,4.6,93.0,20.0,0.0,31.0,9.0,320.0,-334.0,9.0,175.27070716456217,18.98504273196457
8148,12.0,1.0,12.0,6.0,13.0,8.0,150.0,1.0,4.3,1010.3,4.7,92.0,10.0,0.0,17.0,9.0,321.0,-335.0,9.0,189.906416204227,18.535315702285658
8149,12.0,1.0,12.0,6.0,14.0,7.0,110.0,1.0,4.4,1010.3,4.7,92.0,20.0,0.0,31.0,9.0,303.0,-334.0,9.0,204.0894172968163,15.625227172579596
8150,12.0,1.0,12.0,6.0,15.0,7.0,140.0,1.0,4.8,1010.4,4.9,92.0,20.0,0.0,53.0,9.0,306.0,-336.0,9.0,217.33642178778808,10.544191882302162
8151,12.0,1.0,12.0,6.0,16.0,6.0,90.0,1.0,4.8,1010.9,4.8,91.0,20.0,0.0,19.0,9.0,279.0,-334.0,9.0,229.49844346241733,3.7109867711874047
8152,12.0,1.0,12.0,6.0,17.0,7.0,20.0,5.0,5.1,1012.0,3.9,72.0,-1.0,0.0,0.0,9.0,307.0,-338.0,9.0,0.0,0.0
8153,12.0,1.0,12.0,6.0,18.0,2.0,20.0,6.0,4.2,1013.0,3.1,61.0,-1.0,0.0,0.0,9.0,258.0,-330.0,9.0,0.0,0.0
8154,12.0,1.0,12.0,6.0,19.0,0.0,20.0,7.0,3.4,1013.9,2.7,56.0,1.0,0.0,0.0,9.0,251.0,-326.0,9.0,0.0,0.0
8155,12.0,1.0,12.0,6.0,20.0,1.0,30.0,4.0,2.2,1015.0,2.6,59.0,-1.0,0.0,0.0,9.0,245.0,-320.0,9.0,0.0,0.0
8156,12.0,1.0,12.0,6.0,21.0,0.0,20.0,2.0,1.7,1015.7,2.5,60.0,-1.0,0.0,0.0,9.0,242.0,-318.0,9.0,0.0,0.0
8157,12.0,1.0,12.0,6.0,22.0,1.0,30.0,3.0,1.3,1015.7,2.5,60.0,0.0,0.0,0.0,9.0,240.0,-316.0,9.0,0.0,0.0
8158,12.0,1.0,12.0,6.0,23.0,1.0,270.0,2.0,-0.1,1016.0,2.5,68.0,0.0,0.0,0.0,9.0,233.0,-309.0,9.0,0.0,0.0
8159,12.0,1.0,12.0,6.0,24.0,5.0,340.0,2.0,-1.0,1016.2,2.5,71.0,0.0,0.0,0.0,9.0,232.0,-306.0,9.0,0.0,0.0
8160,12.0,1.0,12.0,7.0,1.0,4.0,360.0,3.0,-1.6,1016.4,2.5,74.0,0.0,0.0,0.0,9.0,226.0,-303.0,9.0,0.0,0.0
8161,12.0,1.0,12.0,7.0,2.0,4.0,350.0,2.0,-1.8,1016.5,2.5,75.0,0.0,0.0,0.0,9.0,225.0,-302.0,9.0,0.0,0.0
8162,12.0,1.0,12.0,7.0,3.0,4.0,350.0,2.0,-1.9,1016.7,2.5,76.0,0.0,0.0,0.0,9.0,224.0,-301.0,9.0,0.0,0.0
8163,12.0,1.0,12.0,7.0,4.0,1.0,340.0,3.0,-2.3,1016.6,2.5,78.0,0.0,0.0,0.0,9.0,222.0,-299.0,9.0,0.0,0.0
8164,12.0,1.0,12.0,7.0,5.0,0.0,20.0,4.0,0.4,1016.7,2.6,68.0,0.0,0.0,0.0,9.0,235.0,-312.0,9.0,0.0,0.0
8165,12.0,1.0,12.0,7.0,6.0,0.0,10.0,2.0,-1.1,1017.1,2.5,74.0,2.0,0.0,0.0,9.0,228.0,-305.0,9.0,0.0,0.0
8166,12.0,1.0,12.0,7.0,7.0,1.0,40.0,3.0,-1.1,1017.5,2.6,75.0,-1.0,0.0,0.0,9.0,228.0,-305.0,9.0,0.0,0.0
8167,12.0,1.0,12.0,7.0,8.0,1.0,10.0,3.0,-1.2,1018.0,2.6,75.0,-1.0,0.0,0.0,9.0,227.0,-304.0,9.0,0.0,0.0
8168,12.0,1.0,12.0,7.0,9.0,1.0,10.0,2.0,-1.2,1018.6,2.6,77.0,-1.0,22.0,22.0,9.0,227.0,-304.0,9.0,134.67660168515067,6.157022039474122
8169,12.0,1.0,12.0,7.0,10.0,1.0,30.0,3.0,0.8,1018.5,2.8,71.0,-1.0,114.0,36.0,9.0,238.0,-314.0,9.0,147.19881482745132,12.423475708599787
8170,12.0,1.0,12.0,7.0,11.0,1.0,50.0,3.0,2.2,1018.4,2.9,67.0,-1.0,194.0,42.0,9.0,245.0,-320.0,9.0,160.78792495418716,16.78661723778832
8171,12.0,1.0,12.0,7.0,12.0,1.0,90.0,4.0,3.3,1018.3,2.8,58.0,-1.0,242.0,44.0,9.0,251.0,-326.0,9.0,175.17626822026577,18.859648925707663
8172,12.0,1.0,12.0,7.0,13.0,1.0,90.0,5.0,4.0,1018.1,2.6,53.0,-1.0,250.0,44.0,9.0,255.0,-329.0,9.0,189.78975892380407,18.428249986342948
8173,12.0,1.0,12.0,7.0,14.0,1.0,80.0,5.0,3.9,1017.7,2.7,54.0,-1.0,211.0,39.0,9.0,254.0,-329.0,9.0,203.95710274331014,15.538852924883855
8174,12.0,1.0,12.0,7.0,15.0,0.0,80.0,4.0,3.6,1017.2,2.7,55.0,-1.0,119.0,33.0,9.0,252.0,-327.0,9.0,217.19492121120908,10.478249898991121
8175,12.0,1.0,12.0,7.0,16.0,0.0,60.0,3.0,2.8,1017.2,2.7,59.0,-1.0,28.0,19.0,9.0,248.0,-323.0,9.0,229.3517860613338,3.6631854709332075
8176,12.0,1.0,12.0,7.0,17.0,0.0,70.0,4.0,1.7,1017.2,2.7,63.0,-1.0,0.0,0.0,9.0,242.0,-318.0,9.0,0.0,0.0
8177,12.0,1.0,12.0,7.0,18.0,0.0,50.0,3.0,1.3,1017.3,2.7,66.0,-1.0,0.0,0.0,9.0,240.0,-316.0,9.0,0.0,0.0
8178,12.0,1.0,12.0,7.0,19.0,0.0,340.0,1.0,0.2,1017.3,2.6,69.0,-1.0,0.0,0.0,9.0,234.0,-311.0,9.0,0.0,0.0
8179,12.0,1.0,12.0,7.0,20.0,0.0,50.0,3.0,0.4,1017.2,2.6,68.0,-1.0,0.0,0.0,9.0,235.0,-312.0,9.0,0.0,0.0
8180,12.0,1.0,12.0,7.0,21.0,0.0,40.0,2.0,0.6,1017.3,2.5,65.0,-1.0,0.0,0.0,9.0,236.0,-313.0,9.0,0.0,0.0
8181,12.0,1.0,12.0,7.0,22.0,0.0,60.0,2.0,0.3,1017.0,2.4,63.0,0.0,0.0,0.0,9.0,235.0,-311.0,9.0,0.0,0.0
8182,12.0,1.0,12.0,7.0,23.0,0.0,260.0,0.0,-1.8,1016.8,2.4,75.0,0.0,0.0,0.0,9.0,224.0,-302.0,9.0,0.0,0.0
8183,12.0,1.0,12.0,7.0,24.0,0.0,320.0,0.0,-2.9,1016.8,2.4,78.0,0.0,0.0,0.0,9.0,219.0,-297.0,9.0,0.0,0.0
8184,12.0,1.0,12.0,8.0,1.0,0.0,99.0,0.0,-3.7,1016.7,2.3,79.0,0.0,0.0,0.0,9.0,215.0,-293.0,9.0,0.0,0.0
8185,12.0,1.0,12.0,8.0,2.0,0.0,340.0,2.0,-4.0,1016.4,2.3,81.0,0.0,0.0,0.0,9.0,213.0,-292.0,9.0,0.0,0.0
8186,12.0,1.0,12.0,8.0,3.0,0.0,360.0,1.0,-3.9,1016.3,2.3,81.0,0.0,0.0,0.0,9.0,214.0,-292.0,9.0,0.0,0.0
8187,12.0,1.0,12.0,8.0,4.0,0.0,360.0,2.0,-4.5,1015.7,2.2,83.0,0.0,0.0,0.0,9.0,211.0,-289.0,9.0,0.0,0.0
8188,12.0,1.0,12.0,8.0,5.0,0.0,20.0,2.0,-5.0,1015.8,2.1,83.0,0.0,0.0,0.0,9.0,209.0,-287.0,9.0,0.0,0.0
8189,12.0,1.0,12.0,8.0,6.0,0.0,20.0,2.0,-3.8,1015.7,2.2,78.0,2.0,0.0,0.0,9.0,214.0,-293.0,9.0,0.0,0.0
8190,12.0,1.0,12.0,8.0,7.0,0.0,10.0,2.0,-3.5,1015.7,2.2,77.0,-1.0,0.0,0.0,9.0,216.0,-294.0,9.0,0.0,0.0
8191,12.0,1.0,12.0,8.0,8.0,0.0,310.0,1.0,-4.6,1016.3,2.2,82.0,-1.0,0.0,0.0,9.0,211.0,-289.0,9.0,0.0,0.0
8192,12.0,1.0,12.0,8.0,9.0,0.0,310.0,1.0,-4.3,1016.6,2.3,85.0,-1.0,25.0,19.0,9.0,212.0,-290.0,9.0,134.64939326465324,6.010116586042433
8193,12.0,1.0,12.0,8.0,10.0,0.0,330.0,1.0,-2.1,1016.5,2.5,77.0,-1.0,111.0,33.0,9.0,223.0,-300.0,9.0,147.15095424719527,12.281604671844008
8194,12.0,1.0,12.0,8.0,11.0,0.0,300.0,1.0,0.0,1016.6,2.6,69.0,-1.0,186.0,42.0,9.0,233.0,-310.0,9.0,160.7160178210274,16.654063309068462
8195,12.0,1.0,12.0,8.0,12.0,0.0,320.0,1.0,1.3,1015.9,2.5,62.0,-1.0,233.0,44.0,9.0,240.0,-316.0,9.0,175.0798820649028,18.741378877917178
8196,12.0,1.0,12.0,8.0,13.0,0.0,350.0,0.0,1.8,1015.3,2.4,56.0,-1.0,239.0,42.0,9.0,243.0,-318.0,9.0,189.67257022675832,18.32852433963008
8197,12.0,1.0,12.0,8.0,14.0,0.0,240.0,1.0,3.3,1015.1,2.5,52.0,-1.0,192.0,42.0,9.0,251.0,-326.0,9.0,203.82556945073242,15.459810766893797
8198,12.0,1.0,12.0,8.0,15.0,0.0,220.0,1.0,2.3,1014.8,2.5,57.0,-1.0,106.0,33.0,9.0,245.0,-321.0,9.0,217.05528032937406,10.41947085836945
8199,12.0,1.0,12.0,8.0,16.0,0.0,10.0,1.0,1.8,1014.6,2.6,62.0,-1.0,19.0,19.0,9.0,243.0,-318.0,9.0,229.20782276357662,3.622302375003423
8200,12.0,1.0,12.0,8.0,17.0,0.0,320.0,1.0,0.3,1014.5,2.6,69.0,-1.0,0.0,0.0,9.0,235.0,-311.0,9.0,0.0,0.0
8201,12.0,1.0,12.0,8.0,18.0,0.0,360.0,1.0,-1.4,1014.1,2.5,74.0,-1.0,0.0,0.0,9.0,226.0,-303.0,9.0,0.0,0.0
8202,12.0,1.0,12.0,8.0,19.0,0.0,360.0,0.0,-2.7,1013.9,2.5,80.0,-1.0,0.0,0.0,9.0,220.0,-298.0,9.0,0.0,0.0
8203,12.0,1.0,12.0,8.0,20.0,0.0,10.0,0.9,-3.2,1013.7,2.3,83.0,-1.0,0.0,0.0,9.0,214.0,-292.0,9.0,0.0,0.0
8204,12.0,1.0,12.0,8.0,21.0,0.0,360.0,1.1,-3.7,1013.4,2.4,84.0,-1.0,0.0,0.0,9.0,214.0,-293.0,9.0,0.0,0.0
8205,12.0,1.0,12.0,8.0,22.0,0.0,360.0,1.3,-4.0,1013.0,2.5,86.0,0.0,0.0,0.0,9.0,216.0,-294.0,9.0,0.0,0.0
8206,12.0,1.0,12.0,8.0,23.0,0.0,360.0,1.5,-3.6,1012.9,2.3,86.0,0.0,0.0,0.0,9.0,212.0,-290.0,9.0,0.0,0.0
8207,12.0,1.0,12.0,8.0,24.0,0.0,320.0,1.9,-3.2,1012.8,2.3,87.0,0.0,0.0,0.0,9.0,211.0,-289.0,9.0,0.0,0.0
8208,12.0,1.0,12.0,9.0,1.0,0.0,20.0,2.3,-2.7,1012.9,2.1,60.0,0.0,0.0,0.0,9.0,228.0,-305.0,9.0,0.0,0.0
8209,12.0,1.0,12.0,9.0,2.0,0.0,350.0,2.7,-2.4,1013.1,2.1,64.0,0.0,0.0,0.0,9.0,223.0,-301.0,9.0,0.0,0.0
8210,12.0,1.0,12.0,9.0,3.0,0.0,360.0,3.0,-2.3,1013.3,2.0,62.0,0.0,0.0,0.0,9.0,223.0,-300.0,9.0,0.0,0.0
8211,12.0,1.0,12.0,9.0,4.0,0.0,330.0,3.0,-2.8,1013.3,2.1,69.0,0.0,0.0,0.0,9.0,217.0,-295.0,9.0,0.0,0.0
8212,12.0,1.0,12.0,9.0,5.0,0.0,360.0,2.8,-2.7,1013.3,2.0,68.0,0.0,0.0,0.0,9.0,217.0,-295.0,9.0,0.0,0.0
8213,12.0,1.0,12.0,9.0,6.0,0.0,20.0,3.0,-3.1,1013.2,1.9,63.0,-1.0,0.0,0.0,9.0,218.0,-296.0,9.0,0.0,0.0
8214,12.0,1.0,12.0,9.0,7.0,1.0,360.0,2.0,-3.8,1013.4,1.8,63.0,-1.0,0.0,0.0,9.0,215.0,-293.0,9.0,0.0,0.0
8215,12.0,1.0,12.0,9.0,8.0,1.0,20.0,3.0,-3.7,1013.8,1.7,61.0,-1.0,0.0,0.0,9.0,215.0,-293.0,9.0,0.0,0.0
8216,12.0,1.0,12.0,9.0,9.0,1.0,40.0,4.0,-3.8,1014.2,1.7,58.0,-1.0,17.0,25.0,9.0,215.0,-293.0,9.0,134.6171831836394,5.868772707645997
8217,12.0,1.0,12.0,9.0,10.0,1.0,30.0,3.0,-3.5,1014.3,1.6,56.0,-1.0,83.0,56.0,9.0,216.0,-294.0,9.0,147.09885966583516,12.145913506005266
8218,12.0,1.0,12.0,9.0,11.0,1.0,30.0,3.0,-2.8,1014.1,1.6,54.0,-1.0,147.0,72.0,9.0,220.0,-297.0,9.0,160.64092802157873,16.52826298781238
8219,12.0,1.0,12.0,9.0,12.0,1.0,30.0,5.0,-2.4,1013.4,1.6,52.0,-1.0,186.0,78.0,9.0,221.0,-299.0,9.0,174.98162694827843,18.630287357395392
8220,12.0,1.0,12.0,9.0,13.0,1.0,30.0,5.0,-1.7,1012.9,1.7,51.0,-1.0,186.0,78.0,9.0,225.0,-302.0,9.0,189.5549319060468,18.23617964220008
8221,12.0,1.0,12.0,9.0,14.0,1.0,30.0,5.0,-1.3,1012.5,1.8,52.0,-1.0,144.0,72.0,9.0,227.0,-304.0,9.0,203.6949031374132,15.388127530148878
8222,12.0,1.0,12.0,9.0,15.0,1.0,40.0,4.0,-1.2,1012.2,1.8,53.0,-1.0,75.0,56.0,9.0,227.0,-304.0,9.0,216.91759000650416,10.367867442560817
8223,12.0,1.0,12.0,9.0,16.0,3.0,40.0,2.0,-1.6,1012.3,1.8,53.0,-1.0,14.0,25.0,9.0,226.0,-303.0,9.0,229.06665061647317,3.588336146590041
8224,12.0,1.0,12.0,9.0,17.0,2.0,50.0,2.0,-2.2,1012.2,1.8,55.0,-1.0,0.0,0.0,9.0,223.0,-300.0,9.0,0.0,0.0
8225,12.0,1.0,12.0,9.0,18.0,2.0,50.0,4.0,-2.5,1012.0,1.8,57.0,-1.0,0.0,0.0,9.0,221.0,-298.0,9.0,0.0,0.0
8226,12.0,1.0,12.0,9.0,19.0,3.0,50.0,3.0,-2.5,1011.9,1.8,58.0,-1.0,0.0,0.0,9.0,222.0,-299.0,9.0,0.0,0.0
8227,12.0,1.0,12.0,9.0,20.0,0.0,50.0,5.0,-2.5,1012.0,1.8,59.0,-1.0,0.0,0.0,9.0,221.0,-298.0,9.0,0.0,0.0
8228,12.0,1.0,12.0,9.0,21.0,0.0,60.0,4.0,-2.8,1012.2,1.8,59.0,-1.0,0.0,0.0,9.0,219.0,-297.0,9.0,0.0,0.0
8229,12.0,1.0,12.0,9.0,22.0,0.0,70.0,5.0,-2.6,1012.3,1.8,57.0,0.0,0.0,0.0,9.0,220.0,-298.0,9.0,0.0,0.0
8230,12.0,1.0,12.0,9.0,23.0,0.0,50.0,2.0,-3.2,1012.5,1.8,60.0,0.0,0.0,0.0,9.0,217.0,-295.0,9.0,0.0,0.0
8231,12.0,1.0,12.0,9.0,24.0,0.0,80.0,3.0,-3.3,1012.5,1.8,61.0,0.0,0.0,0.0,9.0,217.0,-295.0,9.0,0.0,0.0
8232,12.0,1.0,12.0,10.0,1.0,0.0,80.0,4.0,-3.5,1012.3,1.8,62.0,0.0,0.0,0.0,9.0,216.0,-294.0,9.0,0.0,0.0
8233,12.0,1.0,12.0,10.0,2.0,0.0,80.0,4.0,-3.5,1012.2,1.8,62.0,0.0,0.0,0.0,9.0,216.0,-294.0,9.0,0.0,0.0
8234,12.0,1.0,12.0,10.0,3.0,0.0,70.0,4.0,-3.6,1012.3,1.8,62.0,0.0,0.0,0.0,9.0,215.0,-293.0,9.0,0.0,0.0
8235,12.0,1.0,12.0,10.0,4.0,0.0,50.0,2.0,-3.9,1012.2,1.8,64.0,0.0,0.0,0.0,9.0,214.0,-292.0,9.0,0.0,0.0
8236,12.0,1.0,12.0,10.0,5.0,0.0,90.0,3.0,-3.4,1012.5,1.9,64.0,0.0,0.0,0.0,9.0,216.0,-294.0,9.0,0.0,0.0
8237,12.0,1.0,12.0,10.0,6.0,2.0,100.0,3.0,-4.3,1012.6,1.8,66.0,-1.0,0.0,0.0,9.0,213.0,-290.0,9.0,0.0,0.0
8238,12.0,1.0,12.0,10.0,7.0,2.0,60.0,3.0,-4.2,1012.5,1.8,66.0,-1.0,0.0,0.0,9.0,213.0,-291.0,9.0,0.0,0.0
8239,12.0,1.0,12.0,10.0,8.0,1.0,60.0,3.0,-4.8,1012.9,1.8,69.0,-1.0,0.0,0.0,9.0,210.0,-288.0,9.0,0.0,0.0
8240,12.0,1.0,12.0,10.0,9.0,0.0,60.0,3.0,-4.6,1013.3,1.8,69.0,-1.0,14.0,28.0,9.0,211.0,-289.0,9.0,134.58002371164457,5.733076286482342
8241,12.0,1.0,12.0,10.0,10.0,0.0,80.0,2.0,-3.2,1013.7,1.9,64.0,-1.0,78.0,56.0,9.0,217.0,-295.0,9.0,147.04259554739087,12.01647911403664
8242,12.0,1.0,12.0,10.0,11.0,0.0,70.0,2.0,-2.4,1013.7,1.8,58.0,-1.0,144.0,72.0,9.0,221.0,-299.0,9.0,160.56272893771714,16.409281463355438
8243,12.0,1.0,12.0,10.0,12.0,0.0,100.0,3.0,-1.5,1013.2,1.8,54.0,-1.0,186.0,78.0,9.0,226.0,-303.0,9.0,174.88158150940393,18.526426188091207
8244,12.0,1.0,12.0,10.0,13.0,0.0,100.0,1.0,-0.6,1012.7,1.8,50.0,-1.0,189.0,75.0,9.0,230.0,-307.0,9.0,189.43692598544044,18.151253767410243
8245,12.0,1.0,12.0,10.0,14.0,0.0,100.0,1.0,-0.5,1012.3,1.9,52.0,-1.0,153.0,67.0,9.0,231.0,-308.0,9.0,203.5651895600929,15.323826980142169
8246,12.0,1.0,12.0,10.0,15.0,0.0,50.0,1.0,-0.6,1012.1,1.9,53.0,-1.0,78.0,53.0,9.0,230.0,-307.0,9.0,216.78194080116225,10.323449228640166
8247,12.0,1.0,12.0,10.0,16.0,0.0,60.0,1.0,-0.7,1011.9,1.9,54.0,-1.0,14.0,25.0,9.0,230.0,-307.0,9.0,228.92836585667536,3.5612823492658787
8248,12.0,1.0,12.0,10.0,17.0,0.0,70.0,3.0,-2.0,1011.9,2.1,63.0,-1.0,0.0,0.0,9.0,223.0,-301.0,9.0,0.0,0.0
8249,12.0,1.0,12.0,10.0,18.0,0.0,50.0,2.0,-2.4,1012.1,2.0,63.0,-1.0,0.0,0.0,9.0,221.0,-299.0,9.0,0.0,0.0
8250,12.0,1.0,12.0,10.0,19.0,0.0,20.0,2.0,-2.8,1012.0,1.9,63.0,-1.0,0.0,0.0,9.0,219.0,-297.0,9.0,0.0,0.0
8251,12.0,1.0,12.0,10.0,20.0,0.0,20.0,2.0,-3.5,1012.1,1.9,66.0,-1.0,0.0,0.0,9.0,216.0,-294.0,9.0,0.0,0.0
8252,12.0,1.0,12.0,10.0,21.0,0.0,40.0,3.0,-3.3,1012.2,1.9,63.0,-1.0,0.0,0.0,9.0,217.0,-295.0,9.0,0.0,0.0
8253,12.0,1.0,12.0,10.0,22.0,0.0,30.0,3.0,-3.6,1012.4,1.8,63.0,0.0,0.0,0.0,9.0,215.0,-293.0,9.0,0.0,0.0
8254,12.0,1.0,12.0,10.0,23.0,0.0,40.0,3.0,-3.7,1012.6,1.8,63.0,0.0,0.0,0.0,9.0,215.0,-293.0,9.0,0.0,0.0
8255,12.0,1.0,12.0,10.0,24.0,0.0,40.0,3.0,-4.0,1012.8,1.8,64.0,0.0,0.0,0.0,9.0,213.0,-292.0,9.0,0.0,0.0
8256,12.0,1.0,12.0,11.0,1.0,0.0,50.0,2.0,-4.4,1012.5,1.8,67.0,0.0,0.0,0.0,9.0,212.0,-290.0,9.0,0.0,0.0
8257,12.0,1.0,12.0,11.0,2.0,0.0,60.0,2.0,-5.5,1012.6,1.8,70.0,0.0,0.0,0.0,9.0,206.0,-285.0,9.0,0.0,0.0
8258,12.0,1.0,12.0,11.0,3.0,0.0,70.0,3.0,-5.4,1012.6,1.8,72.0,0.0,0.0,0.0,9.0,207.0,-286.0,9.0,0.0,0.0
8259,12.0,1.0,12.0,11.0,4.0,0.0,60.0,4.0,-5.2,1012.7,1.8,71.0,0.0,0.0,0.0,9.0,208.0,-286.0,9.0,0.0,0.0
